,Product ID,hasDiscount,Quantity
129,FUR-BO-10000203,True,13.0
130,FUR-BO-10000208,False,30.0
131,FUR-BO-10000208,True,3.0
132,FUR-BO-10000210,False,13.0
133,FUR-BO-10000210,True,13.0
136,FUR-BO-10000243,False,7.0
137,FUR-BO-10000243,True,21.0
138,FUR-BO-10000259,False,10.0
139,FUR-BO-10000259,True,11.0
140,FUR-BO-10000265,False,11.0
141,FUR-BO-10000265,True,3.0
142,FUR-BO-10000268,False,5.0
143,FUR-BO-10000268,True,6.0
144,FUR-BO-10000269,False,6.0
145,FUR-BO-10000269,True,7.0
146,FUR-BO-10000279,False,3.0
147,FUR-BO-10000279,True,17.0
148,FUR-BO-10000288,False,11.0
149,FUR-BO-10000288,True,9.0
154,FUR-BO-10000330,False,2.0
155,FUR-BO-10000330,True,8.0
156,FUR-BO-10000362,False,8.0
157,FUR-BO-10000362,True,6.0
158,FUR-BO-10000378,False,2.0
159,FUR-BO-10000378,True,11.0
160,FUR-BO-10000402,False,3.0
161,FUR-BO-10000402,True,3.0
162,FUR-BO-10000411,False,13.0
163,FUR-BO-10000411,True,11.0
164,FUR-BO-10000425,False,2.0
165,FUR-BO-10000425,True,6.0
166,FUR-BO-10000468,False,8.0
167,FUR-BO-10000468,True,13.0
168,FUR-BO-10000490,False,7.0
169,FUR-BO-10000490,True,16.0
170,FUR-BO-10000502,False,15.0
171,FUR-BO-10000502,True,5.0
178,FUR-BO-10000567,False,21.0
179,FUR-BO-10000567,True,22.0
180,FUR-BO-10000596,False,2.0
181,FUR-BO-10000596,True,16.0
182,FUR-BO-10000610,False,6.0
183,FUR-BO-10000610,True,7.0
188,FUR-BO-10000624,False,7.0
189,FUR-BO-10000624,True,19.0
190,FUR-BO-10000636,False,3.0
191,FUR-BO-10000636,True,15.0
196,FUR-BO-10000668,False,2.0
197,FUR-BO-10000668,True,8.0
198,FUR-BO-10000670,False,14.0
199,FUR-BO-10000670,True,16.0
200,FUR-BO-10000676,False,5.0
201,FUR-BO-10000676,True,11.0
202,FUR-BO-10000684,False,3.0
203,FUR-BO-10000684,True,13.0
204,FUR-BO-10000699,False,13.0
205,FUR-BO-10000699,True,11.0
212,FUR-BO-10000728,False,39.0
213,FUR-BO-10000728,True,17.0
214,FUR-BO-10000734,False,1.0
215,FUR-BO-10000734,True,19.0
216,FUR-BO-10000746,False,14.0
217,FUR-BO-10000746,True,3.0
220,FUR-BO-10000786,False,16.0
221,FUR-BO-10000786,True,7.0
228,FUR-BO-10000847,False,6.0
229,FUR-BO-10000847,True,9.0
230,FUR-BO-10000883,False,7.0
231,FUR-BO-10000883,True,1.0
234,FUR-BO-10000891,False,3.0
235,FUR-BO-10000891,True,15.0
238,FUR-BO-10000895,False,5.0
239,FUR-BO-10000895,True,11.0
240,FUR-BO-10000936,False,10.0
241,FUR-BO-10000936,True,1.0
242,FUR-BO-10000961,False,7.0
243,FUR-BO-10000961,True,14.0
244,FUR-BO-10000967,False,9.0
245,FUR-BO-10000967,True,13.0
246,FUR-BO-10000980,False,10.0
247,FUR-BO-10000980,True,5.0
250,FUR-BO-10001010,False,7.0
251,FUR-BO-10001010,True,13.0
252,FUR-BO-10001039,False,7.0
253,FUR-BO-10001039,True,12.0
254,FUR-BO-10001042,False,9.0
255,FUR-BO-10001042,True,16.0
256,FUR-BO-10001067,False,7.0
257,FUR-BO-10001067,True,9.0
258,FUR-BO-10001073,False,9.0
259,FUR-BO-10001073,True,9.0
260,FUR-BO-10001099,False,4.0
261,FUR-BO-10001099,True,11.0
262,FUR-BO-10001133,False,10.0
263,FUR-BO-10001133,True,4.0
264,FUR-BO-10001147,False,11.0
265,FUR-BO-10001147,True,8.0
266,FUR-BO-10001155,False,8.0
267,FUR-BO-10001155,True,16.0
268,FUR-BO-10001165,False,3.0
269,FUR-BO-10001165,True,8.0
270,FUR-BO-10001192,False,4.0
271,FUR-BO-10001192,True,14.0
272,FUR-BO-10001196,False,7.0
273,FUR-BO-10001196,True,10.0
274,FUR-BO-10001201,False,12.0
275,FUR-BO-10001201,True,13.0
276,FUR-BO-10001212,False,3.0
277,FUR-BO-10001212,True,21.0
278,FUR-BO-10001216,False,11.0
279,FUR-BO-10001216,True,13.0
284,FUR-BO-10001255,False,2.0
285,FUR-BO-10001255,True,14.0
286,FUR-BO-10001256,False,3.0
287,FUR-BO-10001256,True,4.0
292,FUR-BO-10001287,False,7.0
293,FUR-BO-10001287,True,7.0
294,FUR-BO-10001295,False,7.0
295,FUR-BO-10001295,True,4.0
300,FUR-BO-10001324,False,8.0
301,FUR-BO-10001324,True,4.0
304,FUR-BO-10001337,False,6.0
305,FUR-BO-10001337,True,22.0
306,FUR-BO-10001342,False,7.0
307,FUR-BO-10001342,True,10.0
308,FUR-BO-10001356,False,18.0
309,FUR-BO-10001356,True,10.0
310,FUR-BO-10001358,False,3.0
311,FUR-BO-10001358,True,7.0
312,FUR-BO-10001362,False,2.0
313,FUR-BO-10001362,True,2.0
314,FUR-BO-10001369,False,6.0
315,FUR-BO-10001369,True,1.0
316,FUR-BO-10001370,False,2.0
317,FUR-BO-10001370,True,1.0
318,FUR-BO-10001372,False,18.0
319,FUR-BO-10001372,True,3.0
320,FUR-BO-10001385,False,2.0
321,FUR-BO-10001385,True,16.0
322,FUR-BO-10001387,False,3.0
323,FUR-BO-10001387,True,14.0
324,FUR-BO-10001390,False,5.0
325,FUR-BO-10001390,True,7.0
326,FUR-BO-10001392,False,3.0
327,FUR-BO-10001392,True,7.0
328,FUR-BO-10001393,False,9.0
329,FUR-BO-10001393,True,16.0
330,FUR-BO-10001405,False,10.0
331,FUR-BO-10001405,True,15.0
336,FUR-BO-10001461,False,8.0
337,FUR-BO-10001461,True,3.0
338,FUR-BO-10001471,False,8.0
339,FUR-BO-10001471,True,18.0
340,FUR-BO-10001476,False,4.0
341,FUR-BO-10001476,True,5.0
342,FUR-BO-10001483,False,14.0
343,FUR-BO-10001483,True,25.0
344,FUR-BO-10001498,False,24.0
345,FUR-BO-10001498,True,16.0
346,FUR-BO-10001501,False,17.0
347,FUR-BO-10001501,True,15.0
350,FUR-BO-10001519,False,12.0
351,FUR-BO-10001519,True,10.0
356,FUR-BO-10001541,False,7.0
357,FUR-BO-10001541,True,21.0
358,FUR-BO-10001553,False,10.0
359,FUR-BO-10001553,True,7.0
362,FUR-BO-10001558,False,2.0
363,FUR-BO-10001558,True,6.0
366,FUR-BO-10001580,False,25.0
367,FUR-BO-10001580,True,6.0
368,FUR-BO-10001585,False,14.0
369,FUR-BO-10001585,True,11.0
372,FUR-BO-10001598,False,16.0
373,FUR-BO-10001598,True,8.0
376,FUR-BO-10001608,False,8.0
377,FUR-BO-10001608,True,22.0
378,FUR-BO-10001619,False,1.0
379,FUR-BO-10001619,True,5.0
380,FUR-BO-10001621,False,10.0
381,FUR-BO-10001621,True,8.0
382,FUR-BO-10001641,False,14.0
383,FUR-BO-10001641,True,1.0
384,FUR-BO-10001646,False,12.0
385,FUR-BO-10001646,True,31.0
386,FUR-BO-10001668,False,8.0
387,FUR-BO-10001668,True,23.0
392,FUR-BO-10001708,False,13.0
393,FUR-BO-10001708,True,15.0
396,FUR-BO-10001721,False,8.0
397,FUR-BO-10001721,True,2.0
398,FUR-BO-10001739,False,16.0
399,FUR-BO-10001739,True,5.0
402,FUR-BO-10001749,False,19.0
403,FUR-BO-10001749,True,8.0
404,FUR-BO-10001753,False,7.0
405,FUR-BO-10001753,True,27.0
408,FUR-BO-10001781,False,9.0
409,FUR-BO-10001781,True,21.0
410,FUR-BO-10001798,False,2.0
411,FUR-BO-10001798,True,10.0
414,FUR-BO-10001822,False,5.0
415,FUR-BO-10001822,True,15.0
416,FUR-BO-10001831,False,9.0
417,FUR-BO-10001831,True,3.0
418,FUR-BO-10001834,False,9.0
419,FUR-BO-10001834,True,1.0
422,FUR-BO-10001860,False,11.0
423,FUR-BO-10001860,True,9.0
424,FUR-BO-10001867,False,11.0
425,FUR-BO-10001867,True,10.0
430,FUR-BO-10001874,False,13.0
431,FUR-BO-10001874,True,16.0
438,FUR-BO-10001892,False,5.0
439,FUR-BO-10001892,True,3.0
442,FUR-BO-10001934,False,30.0
443,FUR-BO-10001934,True,22.0
446,FUR-BO-10001946,False,21.0
447,FUR-BO-10001946,True,10.0
448,FUR-BO-10001966,False,6.0
449,FUR-BO-10001966,True,3.0
452,FUR-BO-10001969,False,5.0
453,FUR-BO-10001969,True,14.0
454,FUR-BO-10001972,False,2.0
455,FUR-BO-10001972,True,35.0
456,FUR-BO-10002000,False,9.0
457,FUR-BO-10002000,True,9.0
458,FUR-BO-10002003,False,10.0
459,FUR-BO-10002003,True,16.0
460,FUR-BO-10002008,False,2.0
461,FUR-BO-10002008,True,3.0
462,FUR-BO-10002031,False,8.0
463,FUR-BO-10002031,True,12.0
464,FUR-BO-10002032,False,11.0
465,FUR-BO-10002032,True,4.0
468,FUR-BO-10002084,False,2.0
469,FUR-BO-10002084,True,15.0
470,FUR-BO-10002109,False,3.0
471,FUR-BO-10002109,True,10.0
472,FUR-BO-10002133,False,3.0
473,FUR-BO-10002133,True,5.0
476,FUR-BO-10002182,False,8.0
477,FUR-BO-10002182,True,10.0
480,FUR-BO-10002204,False,16.0
481,FUR-BO-10002204,True,22.0
484,FUR-BO-10002213,False,5.0
485,FUR-BO-10002213,True,37.0
486,FUR-BO-10002214,False,4.0
487,FUR-BO-10002214,True,29.0
488,FUR-BO-10002235,False,6.0
489,FUR-BO-10002235,True,8.0
494,FUR-BO-10002277,False,8.0
495,FUR-BO-10002277,True,8.0
496,FUR-BO-10002285,False,5.0
497,FUR-BO-10002285,True,3.0
500,FUR-BO-10002300,False,25.0
501,FUR-BO-10002300,True,15.0
502,FUR-BO-10002308,False,17.0
503,FUR-BO-10002308,True,7.0
504,FUR-BO-10002309,False,1.0
505,FUR-BO-10002309,True,3.0
506,FUR-BO-10002318,False,3.0
507,FUR-BO-10002318,True,7.0
508,FUR-BO-10002324,False,16.0
509,FUR-BO-10002324,True,3.0
510,FUR-BO-10002325,False,2.0
511,FUR-BO-10002325,True,10.0
512,FUR-BO-10002334,False,3.0
513,FUR-BO-10002334,True,2.0
514,FUR-BO-10002346,False,14.0
515,FUR-BO-10002346,True,17.0
516,FUR-BO-10002352,False,13.0
517,FUR-BO-10002352,True,14.0
518,FUR-BO-10002378,False,6.0
519,FUR-BO-10002378,True,7.0
520,FUR-BO-10002383,False,12.0
521,FUR-BO-10002383,True,36.0
524,FUR-BO-10002390,False,8.0
525,FUR-BO-10002390,True,9.0
528,FUR-BO-10002444,False,2.0
529,FUR-BO-10002444,True,9.0
530,FUR-BO-10002462,False,8.0
531,FUR-BO-10002462,True,4.0
532,FUR-BO-10002471,False,11.0
533,FUR-BO-10002471,True,4.0
534,FUR-BO-10002510,False,13.0
535,FUR-BO-10002510,True,25.0
538,FUR-BO-10002545,False,13.0
539,FUR-BO-10002545,True,22.0
542,FUR-BO-10002580,False,9.0
543,FUR-BO-10002580,True,5.0
546,FUR-BO-10002598,False,17.0
547,FUR-BO-10002598,True,2.0
550,FUR-BO-10002632,False,17.0
551,FUR-BO-10002632,True,14.0
552,FUR-BO-10002679,False,29.0
553,FUR-BO-10002679,True,7.0
556,FUR-BO-10002682,False,4.0
557,FUR-BO-10002682,True,3.0
558,FUR-BO-10002708,False,5.0
559,FUR-BO-10002708,True,13.0
560,FUR-BO-10002736,False,8.0
561,FUR-BO-10002736,True,17.0
564,FUR-BO-10002740,False,9.0
565,FUR-BO-10002740,True,9.0
566,FUR-BO-10002766,False,21.0
567,FUR-BO-10002766,True,7.0
570,FUR-BO-10002782,False,6.0
571,FUR-BO-10002782,True,17.0
572,FUR-BO-10002793,False,8.0
573,FUR-BO-10002793,True,2.0
574,FUR-BO-10002812,False,6.0
575,FUR-BO-10002812,True,15.0
576,FUR-BO-10002819,False,12.0
577,FUR-BO-10002819,True,13.0
578,FUR-BO-10002824,False,2.0
579,FUR-BO-10002824,True,4.0
582,FUR-BO-10002853,False,3.0
583,FUR-BO-10002853,True,6.0
588,FUR-BO-10002892,False,2.0
589,FUR-BO-10002892,True,16.0
590,FUR-BO-10002906,False,2.0
591,FUR-BO-10002906,True,9.0
592,FUR-BO-10002916,False,12.0
593,FUR-BO-10002916,True,3.0
596,FUR-BO-10002936,False,4.0
597,FUR-BO-10002936,True,4.0
598,FUR-BO-10002964,False,5.0
599,FUR-BO-10002964,True,10.0
600,FUR-BO-10002968,False,4.0
601,FUR-BO-10002968,True,3.0
604,FUR-BO-10002981,False,9.0
605,FUR-BO-10002981,True,18.0
606,FUR-BO-10002985,False,4.0
607,FUR-BO-10002985,True,13.0
608,FUR-BO-10002990,False,6.0
609,FUR-BO-10002990,True,21.0
610,FUR-BO-10002992,False,11.0
611,FUR-BO-10002992,True,10.0
612,FUR-BO-10003007,False,14.0
613,FUR-BO-10003007,True,6.0
616,FUR-BO-10003028,False,8.0
617,FUR-BO-10003028,True,16.0
618,FUR-BO-10003029,False,8.0
619,FUR-BO-10003029,True,1.0
620,FUR-BO-10003034,False,13.0
621,FUR-BO-10003034,True,27.0
622,FUR-BO-10003043,False,5.0
623,FUR-BO-10003043,True,2.0
628,FUR-BO-10003086,False,4.0
629,FUR-BO-10003086,True,2.0
630,FUR-BO-10003103,False,12.0
631,FUR-BO-10003103,True,17.0
632,FUR-BO-10003106,False,24.0
633,FUR-BO-10003106,True,10.0
636,FUR-BO-10003126,False,3.0
637,FUR-BO-10003126,True,3.0
638,FUR-BO-10003159,False,20.0
639,FUR-BO-10003159,True,23.0
646,FUR-BO-10003199,False,4.0
647,FUR-BO-10003199,True,10.0
648,FUR-BO-10003206,False,9.0
649,FUR-BO-10003206,True,11.0
650,FUR-BO-10003221,False,11.0
651,FUR-BO-10003221,True,10.0
654,FUR-BO-10003282,False,15.0
655,FUR-BO-10003282,True,5.0
656,FUR-BO-10003284,False,3.0
657,FUR-BO-10003284,True,9.0
658,FUR-BO-10003287,False,13.0
659,FUR-BO-10003287,True,2.0
660,FUR-BO-10003291,False,5.0
661,FUR-BO-10003291,True,18.0
662,FUR-BO-10003297,False,17.0
663,FUR-BO-10003297,True,11.0
664,FUR-BO-10003301,False,22.0
665,FUR-BO-10003301,True,12.0
666,FUR-BO-10003320,False,7.0
667,FUR-BO-10003320,True,5.0
668,FUR-BO-10003323,False,16.0
669,FUR-BO-10003323,True,9.0
670,FUR-BO-10003326,False,8.0
671,FUR-BO-10003326,True,4.0
676,FUR-BO-10003384,False,2.0
677,FUR-BO-10003384,True,9.0
682,FUR-BO-10003408,False,7.0
683,FUR-BO-10003408,True,12.0
684,FUR-BO-10003433,False,2.0
685,FUR-BO-10003433,True,12.0
686,FUR-BO-10003438,False,33.0
687,FUR-BO-10003438,True,19.0
688,FUR-BO-10003441,False,3.0
689,FUR-BO-10003441,True,15.0
690,FUR-BO-10003450,False,10.0
691,FUR-BO-10003450,True,4.0
692,FUR-BO-10003463,False,8.0
693,FUR-BO-10003463,True,20.0
694,FUR-BO-10003499,False,4.0
695,FUR-BO-10003499,True,21.0
696,FUR-BO-10003530,False,6.0
697,FUR-BO-10003530,True,5.0
698,FUR-BO-10003541,False,8.0
699,FUR-BO-10003541,True,7.0
700,FUR-BO-10003543,False,10.0
701,FUR-BO-10003543,True,7.0
702,FUR-BO-10003546,False,8.0
703,FUR-BO-10003546,True,14.0
704,FUR-BO-10003549,False,19.0
705,FUR-BO-10003549,True,14.0
706,FUR-BO-10003554,False,7.0
707,FUR-BO-10003554,True,9.0
708,FUR-BO-10003559,False,4.0
709,FUR-BO-10003559,True,8.0
710,FUR-BO-10003563,False,18.0
711,FUR-BO-10003563,True,4.0
716,FUR-BO-10003631,False,9.0
717,FUR-BO-10003631,True,10.0
718,FUR-BO-10003660,False,3.0
719,FUR-BO-10003660,True,1.0
724,FUR-BO-10003688,False,3.0
725,FUR-BO-10003688,True,16.0
726,FUR-BO-10003697,False,11.0
727,FUR-BO-10003697,True,10.0
728,FUR-BO-10003706,False,16.0
729,FUR-BO-10003706,True,7.0
730,FUR-BO-10003713,False,4.0
731,FUR-BO-10003713,True,4.0
732,FUR-BO-10003734,False,3.0
733,FUR-BO-10003734,True,7.0
734,FUR-BO-10003738,False,6.0
735,FUR-BO-10003738,True,3.0
736,FUR-BO-10003768,False,5.0
737,FUR-BO-10003768,True,18.0
738,FUR-BO-10003779,False,5.0
739,FUR-BO-10003779,True,4.0
740,FUR-BO-10003783,False,6.0
741,FUR-BO-10003783,True,14.0
742,FUR-BO-10003793,False,13.0
743,FUR-BO-10003793,True,8.0
744,FUR-BO-10003828,False,4.0
745,FUR-BO-10003828,True,12.0
746,FUR-BO-10003873,False,8.0
747,FUR-BO-10003873,True,7.0
752,FUR-BO-10003881,False,8.0
753,FUR-BO-10003881,True,4.0
754,FUR-BO-10003887,False,8.0
755,FUR-BO-10003887,True,22.0
760,FUR-BO-10003903,False,3.0
761,FUR-BO-10003903,True,12.0
762,FUR-BO-10003904,False,3.0
763,FUR-BO-10003904,True,4.0
764,FUR-BO-10003905,False,10.0
765,FUR-BO-10003905,True,14.0
766,FUR-BO-10003913,False,7.0
767,FUR-BO-10003913,True,13.0
768,FUR-BO-10003945,False,13.0
769,FUR-BO-10003945,True,13.0
772,FUR-BO-10003966,False,2.0
773,FUR-BO-10003966,True,8.0
778,FUR-BO-10003991,False,8.0
779,FUR-BO-10003991,True,7.0
780,FUR-BO-10004015,False,5.0
781,FUR-BO-10004015,True,29.0
786,FUR-BO-10004053,False,6.0
787,FUR-BO-10004053,True,10.0
788,FUR-BO-10004055,False,4.0
789,FUR-BO-10004055,True,10.0
790,FUR-BO-10004075,False,6.0
791,FUR-BO-10004075,True,14.0
792,FUR-BO-10004080,False,2.0
793,FUR-BO-10004080,True,18.0
794,FUR-BO-10004082,False,7.0
795,FUR-BO-10004082,True,2.0
800,FUR-BO-10004113,False,19.0
801,FUR-BO-10004113,True,8.0
802,FUR-BO-10004119,False,20.0
803,FUR-BO-10004119,True,12.0
804,FUR-BO-10004129,False,6.0
805,FUR-BO-10004129,True,4.0
808,FUR-BO-10004142,False,15.0
809,FUR-BO-10004142,True,10.0
810,FUR-BO-10004161,False,2.0
811,FUR-BO-10004161,True,18.0
812,FUR-BO-10004162,False,10.0
813,FUR-BO-10004162,True,18.0
814,FUR-BO-10004191,False,3.0
815,FUR-BO-10004191,True,3.0
816,FUR-BO-10004199,False,12.0
817,FUR-BO-10004199,True,5.0
820,FUR-BO-10004219,False,12.0
821,FUR-BO-10004219,True,5.0
822,FUR-BO-10004230,False,6.0
823,FUR-BO-10004230,True,8.0
826,FUR-BO-10004254,False,6.0
827,FUR-BO-10004254,True,12.0
830,FUR-BO-10004316,False,2.0
831,FUR-BO-10004316,True,2.0
832,FUR-BO-10004327,False,3.0
833,FUR-BO-10004327,True,3.0
834,FUR-BO-10004340,False,4.0
835,FUR-BO-10004340,True,24.0
836,FUR-BO-10004357,False,7.0
837,FUR-BO-10004357,True,10.0
838,FUR-BO-10004360,False,1.0
839,FUR-BO-10004360,True,3.0
842,FUR-BO-10004388,False,5.0
843,FUR-BO-10004388,True,6.0
844,FUR-BO-10004399,False,4.0
845,FUR-BO-10004399,True,8.0
848,FUR-BO-10004407,False,17.0
849,FUR-BO-10004407,True,16.0
850,FUR-BO-10004408,False,4.0
851,FUR-BO-10004408,True,2.0
852,FUR-BO-10004409,False,4.0
853,FUR-BO-10004409,True,13.0
854,FUR-BO-10004423,False,10.0
855,FUR-BO-10004423,True,13.0
856,FUR-BO-10004425,False,12.0
857,FUR-BO-10004425,True,9.0
858,FUR-BO-10004430,False,10.0
859,FUR-BO-10004430,True,5.0
862,FUR-BO-10004441,False,10.0
863,FUR-BO-10004441,True,7.0
864,FUR-BO-10004445,False,5.0
865,FUR-BO-10004445,True,9.0
866,FUR-BO-10004452,False,5.0
867,FUR-BO-10004452,True,7.0
868,FUR-BO-10004459,False,3.0
869,FUR-BO-10004459,True,15.0
870,FUR-BO-10004467,False,5.0
871,FUR-BO-10004467,True,26.0
872,FUR-BO-10004472,False,9.0
873,FUR-BO-10004472,True,17.0
876,FUR-BO-10004504,False,18.0
877,FUR-BO-10004504,True,14.0
878,FUR-BO-10004507,False,5.0
879,FUR-BO-10004507,True,4.0
882,FUR-BO-10004529,False,16.0
883,FUR-BO-10004529,True,10.0
884,FUR-BO-10004537,False,5.0
885,FUR-BO-10004537,True,3.0
886,FUR-BO-10004541,False,8.0
887,FUR-BO-10004541,True,8.0
888,FUR-BO-10004547,False,9.0
889,FUR-BO-10004547,True,9.0
890,FUR-BO-10004558,False,7.0
891,FUR-BO-10004558,True,2.0
892,FUR-BO-10004560,False,7.0
893,FUR-BO-10004560,True,3.0
894,FUR-BO-10004565,False,13.0
895,FUR-BO-10004565,True,4.0
896,FUR-BO-10004567,False,13.0
897,FUR-BO-10004567,True,7.0
898,FUR-BO-10004585,False,5.0
899,FUR-BO-10004585,True,14.0
902,FUR-BO-10004630,False,8.0
903,FUR-BO-10004630,True,2.0
906,FUR-BO-10004648,False,12.0
907,FUR-BO-10004648,True,5.0
910,FUR-BO-10004665,False,13.0
911,FUR-BO-10004665,True,8.0
914,FUR-BO-10004679,False,20.0
915,FUR-BO-10004679,True,29.0
918,FUR-BO-10004690,False,5.0
919,FUR-BO-10004690,True,4.0
920,FUR-BO-10004695,False,18.0
921,FUR-BO-10004695,True,13.0
922,FUR-BO-10004699,False,16.0
923,FUR-BO-10004699,True,2.0
924,FUR-BO-10004704,False,10.0
925,FUR-BO-10004704,True,9.0
926,FUR-BO-10004707,False,10.0
927,FUR-BO-10004707,True,22.0
928,FUR-BO-10004709,False,14.0
929,FUR-BO-10004709,True,29.0
930,FUR-BO-10004725,False,3.0
931,FUR-BO-10004725,True,16.0
932,FUR-BO-10004771,False,12.0
933,FUR-BO-10004771,True,30.0
934,FUR-BO-10004773,False,3.0
935,FUR-BO-10004773,True,11.0
936,FUR-BO-10004806,False,6.0
937,FUR-BO-10004806,True,23.0
938,FUR-BO-10004821,False,11.0
939,FUR-BO-10004821,True,26.0
940,FUR-BO-10004824,False,2.0
941,FUR-BO-10004824,True,15.0
942,FUR-BO-10004834,False,14.0
943,FUR-BO-10004834,True,27.0
944,FUR-BO-10004842,False,6.0
945,FUR-BO-10004842,True,14.0
946,FUR-BO-10004844,False,3.0
947,FUR-BO-10004844,True,3.0
948,FUR-BO-10004852,False,22.0
949,FUR-BO-10004852,True,13.0
954,FUR-BO-10004911,False,7.0
955,FUR-BO-10004911,True,13.0
956,FUR-BO-10004914,False,9.0
957,FUR-BO-10004914,True,11.0
968,FUR-BO-10004980,False,2.0
969,FUR-BO-10004980,True,1.0
970,FUR-BO-10004999,False,12.0
971,FUR-BO-10004999,True,10.0
972,FUR-BUS-10000332,False,2.0
973,FUR-BUS-10000332,True,4.0
974,FUR-BUS-10000984,False,4.0
975,FUR-BUS-10000984,True,1.0
976,FUR-BUS-10001187,False,2.0
977,FUR-BUS-10001187,True,4.0
978,FUR-BUS-10001243,False,11.0
979,FUR-BUS-10001243,True,2.0
984,FUR-BUS-10002040,False,11.0
985,FUR-BUS-10002040,True,9.0
990,FUR-BUS-10002639,False,9.0
991,FUR-BUS-10002639,True,24.0
994,FUR-BUS-10003055,False,9.0
995,FUR-BUS-10003055,True,6.0
996,FUR-BUS-10003368,False,4.0
997,FUR-BUS-10003368,True,2.0
998,FUR-BUS-10003708,False,1.0
999,FUR-BUS-10003708,True,2.0
1002,FUR-BUS-10004121,False,1.0
1003,FUR-BUS-10004121,True,3.0
1004,FUR-BUS-10004336,False,2.0
1005,FUR-BUS-10004336,True,2.0
1006,FUR-BUS-10004475,False,3.0
1007,FUR-BUS-10004475,True,1.0
1012,FUR-BUS-10004820,False,8.0
1013,FUR-BUS-10004820,True,1.0
1014,FUR-BUS-10004854,False,11.0
1015,FUR-BUS-10004854,True,6.0
1016,FUR-BUS-10004882,False,3.0
1017,FUR-BUS-10004882,True,2.0
1022,FUR-CH-10000015,False,15.0
1023,FUR-CH-10000015,True,21.0
1024,FUR-CH-10000025,False,13.0
1025,FUR-CH-10000025,True,20.0
1026,FUR-CH-10000026,False,18.0
1027,FUR-CH-10000026,True,29.0
1028,FUR-CH-10000027,False,26.0
1029,FUR-CH-10000027,True,24.0
1032,FUR-CH-10000051,False,6.0
1033,FUR-CH-10000051,True,4.0
1034,FUR-CH-10000068,False,1.0
1035,FUR-CH-10000068,True,20.0
1038,FUR-CH-10000105,False,46.0
1039,FUR-CH-10000105,True,37.0
1040,FUR-CH-10000110,False,9.0
1041,FUR-CH-10000110,True,20.0
1042,FUR-CH-10000117,False,9.0
1043,FUR-CH-10000117,True,13.0
1048,FUR-CH-10000155,False,3.0
1049,FUR-CH-10000155,True,11.0
1050,FUR-CH-10000171,False,4.0
1051,FUR-CH-10000171,True,8.0
1054,FUR-CH-10000187,False,4.0
1055,FUR-CH-10000187,True,30.0
1060,FUR-CH-10000225,False,8.0
1061,FUR-CH-10000225,True,17.0
1064,FUR-CH-10000233,False,5.0
1065,FUR-CH-10000233,True,13.0
1066,FUR-CH-10000258,False,17.0
1067,FUR-CH-10000258,True,16.0
1068,FUR-CH-10000265,False,31.0
1069,FUR-CH-10000265,True,6.0
1072,FUR-CH-10000302,False,8.0
1073,FUR-CH-10000302,True,16.0
1074,FUR-CH-10000309,False,7.0
1075,FUR-CH-10000309,True,10.0
1076,FUR-CH-10000326,False,7.0
1077,FUR-CH-10000326,True,20.0
1078,FUR-CH-10000333,False,3.0
1079,FUR-CH-10000333,True,5.0
1080,FUR-CH-10000336,False,8.0
1081,FUR-CH-10000336,True,14.0
1082,FUR-CH-10000343,False,2.0
1083,FUR-CH-10000343,True,14.0
