Sales,Quantity,Discount,Profit,Shipping Cost,Category,Ship Mode,City-States,Segment,Order Priority,Market
36.72,3,0.0,10.26,2.694,12,4,2165,1,1,7
76.96,8,0.0,9.92,10.711,6,4,2018,1,2,7
142.68,3,0.0,32.76,14.507,14,4,580,1,2,7
58.9,5,0.0,15.3,4.098,12,4,402,3,2,7
575.96,7,0.0,120.82,55.573,3,4,733,1,4,7
96.0,3,0.0,4.8,5.685,13,4,569,3,1,7
92.304,3,0.2,-3.516,28.025,4,3,29,1,3,7
494.64,3,0.0,197.82,9.001,14,2,125,1,1,7
39.4,5,0.0,5.1,3.461,6,4,204,2,1,7
244.56,5,0.2,-27.54,27.264,4,4,2581,1,4,7
5.68,1,0.0,2.26,0.627,8,2,1235,1,2,7
266.544,9,0.2,6.624,29.587,4,4,197,1,1,7
77.28,3,0.2,-1.02,5.989,12,4,29,2,1,7
16.08,4,0.4,-5.36,2.223,10,2,182,3,2,7
48.16,2,0.0,13.48,12.209,14,1,1145,3,2,7
465.0,5,0.0,27.9,55.555,15,4,580,2,4,7
46.1,5,0.0,10.1,4.027,7,4,1483,2,1,7
66.948,7,0.4,-16.772,5.729,12,2,1137,1,1,7
27.76,5,0.2,1.36,1.61,6,4,404,1,1,7
461.9,5,0.0,101.6,78.476,15,2,657,1,1,7
1052.16,3,0.0,0.0,166.26,9,2,778,1,2,7
101.94,5,0.4,-52.76,7.315,8,4,490,2,1,7
73.104,4,0.4,-1.296,6.416,10,4,1468,2,1,7
273.12,4,0.4,-95.6,16.47,3,4,825,1,2,7
145.1,5,0.0,63.8,28.481,4,3,1535,1,1,7
185.76,6,0.0,3.6,16.394,8,4,1040,2,1,7
47.4,3,0.0,22.26,4.391,12,4,197,3,1,7
966.4,5,0.2,-72.519,72.519,3,4,543,1,1,7
14.144,2,0.2,-1.256,0.886,6,4,29,2,1,7
13.32,5,0.4,0.42,1.105,11,4,2507,3,1,7
81.816,7,0.4,-1.484,14.127,10,3,1318,1,1,7
464.64,4,0.0,171.84,8.222,17,4,209,1,1,7
347.88,3,0.0,121.74,26.997,17,4,1695,1,1,7
349.021,2,0.002,65.7406,22.535,16,4,494,3,1,7
179.52,3,0.2,-7.14,7.14,14,4,29,3,1,7
218.208,4,0.4,-127.312,25.065,13,2,1357,1,1,7
195.78,3,0.0,9.78,17.895,4,4,966,2,1,7
80.736,3,0.2,-11.124,8.699,5,4,1640,3,4,7
103.08,3,0.0,26.76,7.875,7,4,2978,3,1,7
58.7,5,0.0,9.3,5.01,1,4,191,1,1,7
37.0,2,0.0,3.68,5.055,12,1,1020,1,1,7
168.4,5,0.0,3.3,24.441,10,2,1603,3,2,7
255.22,7,0.0,99.4,75.07,13,1,1421,2,3,7
362.952,3,0.4,-60.528,30.049,9,4,1503,1,1,7
836.928,4,0.2,230.128,239.217,3,3,461,3,2,7
326.3,5,0.0,16.3,26.909,4,2,711,2,1,7
30.816,1,0.2,9.616,2.872,4,2,29,1,1,7
10.512,1,0.4,-2.808,3.155,12,2,3186,3,3,7
731.424,3,0.2,118.824,54.037,4,4,580,1,1,7
650.88,8,0.0,32.48,49.413,3,4,191,1,1,7
10.72,2,0.0,4.48,1.42,5,4,127,1,4,7
165.9,5,0.0,19.9,18.483,5,4,1938,3,2,7
494.8,5,0.0,113.8,28.907,3,2,312,3,1,7
61.38,5,0.4,-37.92,9.518,12,1,825,3,2,7
141.888,4,0.2,19.488,4.893,15,2,29,1,1,7
74.34,3,0.0,17.82,12.458,8,3,358,1,1,7
58.3,5,0.0,15.1,1.855,8,4,333,1,1,7
129.76,4,0.0,42.8,16.642,8,4,1179,2,1,7
5.244,1,0.4,-2.456,1.043,11,3,1318,3,2,7
89.248,2,0.2,6.688,12.848,4,2,1020,3,2,7
6.6,2,0.4,-0.68,0.858,11,4,766,3,2,7
16.416,3,0.2,-1.284,0.691,11,2,596,2,1,7
256.74,3,0.0,0.0,26.588,13,4,1001,3,4,7
118.8,9,0.0,56.88,8.368,12,4,1621,1,1,7
80.112,2,0.4,9.312,3.147,4,4,1229,1,1,7
67.776,2,0.4,-8.765,8.765,4,1,182,1,3,7
738.288,3,0.2,-166.152,14.598,4,4,29,1,1,7
8.6,2,0.0,3.6,0.822,5,4,1953,1,1,7
88.096,2,0.2,-14.344,12.498,15,2,29,3,3,7
142.08,4,0.0,7.04,11.422,13,2,1151,3,1,7
688.32,9,0.2,0.0,44.499,4,4,23,3,1,7
86.7,5,0.0,35.5,8.429,8,4,362,1,1,7
398.52,3,0.0,191.28,35.208,3,3,1547,2,2,7
29.88,2,0.0,13.44,7.823,12,2,461,1,3,7
113.04,6,0.0,40.68,28.92,5,1,949,1,3,7
549.52,2,0.0,109.88,31.647,3,2,61,3,1,7
2278.32,6,0.0,751.8,138.706,9,4,719,1,1,7
1098.96,5,0.2,233.46,66.627,3,2,1621,1,2,7
177.36,4,0.0,54.96,9.279,15,4,1470,3,1,7
22.2,5,0.0,9.3,1.743,11,4,241,3,1,7
226.12,2,0.0,97.2,38.427,15,3,797,3,2,7
41.2,5,0.0,5.7,4.462,10,4,949,3,2,7
63.648,3,0.4,8.448,3.545,1,4,197,1,1,7
249.72,5,0.4,-33.38,25.606,3,2,182,1,1,7
188.84,2,0.0,41.52,16.687,13,3,1421,3,2,7
119.64,6,0.0,31.08,8.018,12,3,884,1,2,7
51.8,7,0.0,0.0,2.505,11,4,2750,1,1,7
264.512,4,0.2,-27.225,27.225,3,2,197,2,1,7
118.8,3,0.2,14.82,14.31,4,3,2809,1,2,7
123.48,7,0.0,41.86,9.348,12,4,673,2,2,7
246.48,5,0.4,-37.02,16.966,15,4,1893,1,1,7
285.376,1,0.2,-17.844,13.297,2,4,524,1,1,7
17.64,2,0.0,0.32,1.263,10,2,435,1,1,7
77.1,3,0.0,20.04,5.384,8,2,1422,1,1,7
607.36,2,0.0,133.6,0.875,4,4,798,3,1,7
3.432,2,0.7,-4.928,0.604,5,4,3579,1,4,7
53.7,5,0.0,14.4,5.677,6,2,23,3,1,7
102.84,5,0.4,-3.46,18.486,5,2,490,1,2,7
551.556,3,0.4,-101.124,52.262,4,4,2000,1,4,7
105.12,8,0.0,8.32,6.037,13,4,711,2,1,7
32.68,2,0.0,6.2,5.493,10,2,365,2,2,7
3408.0,8,0.0,238.56,41.893,15,1,1810,1,1,7
14.952,3,0.6,-22.428,1.246,1,4,1801,2,1,7
90.3,3,0.0,3.6,9.522,4,1,711,2,2,7
137.44,4,0.0,35.68,10.838,7,4,797,1,1,7
31.536,6,0.6,-41.064,2.861,13,4,1876,3,1,7
64.0,2,0.0,3.2,5.361,13,2,1235,1,1,7
369.468,2,0.7,-591.172,18.728,2,4,2648,1,1,7
15.24,2,0.0,5.92,2.371,11,2,1576,1,1,7
161.1,5,0.4,2.6,5.024,15,4,2538,3,1,7
1970.5,4,0.2,49.216,116.237,2,4,1130,1,1,7
130.56,6,0.0,31.32,6.341,12,4,673,1,1,7
701.474,4,0.002,300.754,177.044,16,3,719,1,2,7
123.24,3,0.0,33.24,11.524,4,4,312,2,1,7
99.528,2,0.4,13.248,8.913,3,4,981,3,2,7
413.52,10,0.4,-89.68,69.991,14,1,490,1,2,7
23.296,8,0.6,-7.584,1.062,6,4,1876,3,1,7
98.22,3,0.0,35.34,5.332,12,4,197,1,1,7
69.18,1,0.0,21.44,5.6,14,4,1012,1,1,7
180.6,6,0.0,7.2,16.852,4,4,362,3,1,7
96.064,1,0.2,10.804,12.653,4,4,1001,3,4,7
28.584,6,0.4,-12.936,1.67,8,4,1318,1,1,7
1600.96,8,0.0,368.16,58.463,17,3,189,2,2,7
60.96,5,0.4,-38.64,4.648,12,3,3469,2,2,7
53.82,5,0.4,-3.68,3.835,7,4,490,1,1,7
34.92,3,0.0,7.32,3.552,10,4,569,3,1,7
37.9,5,0.0,2.6,0.526,11,2,24,2,1,7
15.9,3,0.0,-0.861,0.861,5,4,962,3,1,7
31.848,2,0.4,-6.392,1.109,14,4,825,1,1,7
8.6,2,0.0,3.6,0.588,5,4,2194,1,1,7
30.144,4,0.4,-9.056,4.087,6,4,1318,2,2,7
76.68,9,0.0,34.38,6.46,5,4,780,3,1,7
718.979,3,0.002,99.3592,19.09,16,4,197,1,2,7
295.92,9,0.0,133.02,25.606,8,4,952,1,1,7
65.136,2,0.4,-21.744,8.623,4,4,1057,3,2,7
238.482,5,0.402,-24.8176,59.649,16,3,1870,3,2,7
14.76,2,0.0,3.36,1.213,6,4,365,3,1,7
13.44,2,0.0,2.4,0.801,5,4,197,2,1,7
75.8,2,0.0,11.36,4.298,14,4,1493,3,1,7
54.48,6,0.0,10.32,2.958,6,3,127,3,1,7
723.324,7,0.4,-277.396,40.391,14,4,1357,3,1,7
21.54,3,0.0,10.5,1.704,11,4,3663,1,1,7
1.956,1,0.4,-0.424,0.54,5,2,1893,1,3,7
189.522,3,0.7,-59.972,59.972,2,3,1267,1,3,7
81.9,3,0.0,32.76,3.823,8,4,61,1,1,7
394.92,9,0.0,51.3,52.308,4,2,405,1,2,7
148.344,7,0.4,-7.476,17.8,1,3,2646,3,2,7
38.904,2,0.4,-16.896,8.156,7,3,1158,1,2,7
73.02,3,0.0,-13.881,13.881,7,3,513,3,1,7
127.2,6,0.2,31.8,13.342,14,4,29,3,4,7
228.78,3,0.0,11.4,8.545,14,4,719,1,1,7
1369.2,5,0.0,670.9,89.12,3,4,1426,2,1,7
32.0,4,0.0,5.12,3.097,5,4,580,1,1,7
113.76,5,0.4,-51.24,12.784,10,4,3090,1,4,7
143.52,3,0.402,9.12,16.201,16,1,766,2,2,7
172.3,5,0.0,84.4,13.044,4,4,313,1,2,7
12.32,2,0.0,1.44,1.672,11,3,1020,2,1,7
196.1,5,0.0,41.1,15.361,14,4,23,3,1,7
262.14,3,0.0,5.22,17.799,15,2,973,3,1,7
52.224,2,0.2,-6.984,6.984,13,2,29,1,2,7
23.28,1,0.0,1.86,1.86,7,4,3651,3,1,7
219.456,3,0.2,-27.298,27.298,4,2,1539,1,1,7
554.16,5,0.2,-124.74,85.442,13,3,29,3,1,7
99.0,5,0.0,13.8,6.286,12,4,1004,2,1,7
457.8,5,0.0,54.9,3.46,13,3,673,1,1,7
5.488,1,0.2,-0.412,0.49,11,4,568,1,1,7
132.552,7,0.4,15.372,4.85,1,4,23,2,1,7
138.08,4,0.0,45.52,22.978,5,2,667,1,2,7
47.36,1,0.0,0.0,3.732,9,4,1576,1,1,7
3.624,4,0.7,-3.576,0.237,5,4,1013,2,1,7
12.32,2,0.0,1.44,1.047,11,4,883,1,1,7
124.5,5,0.0,37.3,9.785,14,4,1122,1,1,7
68.796,3,0.4,-45.864,3.858,14,4,182,1,1,7
23.928,4,0.7,-39.912,2.135,5,4,182,1,2,7
67.08,2,0.0,10.04,7.761,1,4,973,3,1,7
15.28,2,0.0,1.96,1.016,5,4,204,2,1,7
243.6,14,0.0,102.2,47.538,10,3,597,3,2,7
17.28,3,0.0,6.0,1.085,11,4,1205,2,1,7
68.076,3,0.4,-22.704,15.849,1,1,1538,2,3,7
39.144,2,0.4,4.544,2.087,1,4,1214,3,1,7
23.616,4,0.4,-0.064,2.261,8,2,2185,1,2,7
19.2,2,0.4,1.28,2.915,7,2,1318,3,2,7
221.4,5,0.0,-11.838,11.838,15,4,2762,3,1,7
98.592,2,0.4,-14.808,5.076,15,4,490,2,1,7
987.56,7,0.0,29.54,93.745,13,4,362,1,1,7
119.16,6,0.0,15.48,8.363,12,4,1122,2,1,7
182.214,3,0.7,-267.306,18.539,2,4,182,2,1,7
870.24,2,0.0,295.88,111.754,15,2,543,1,1,7
1011.97,4,0.002,58.772,61.013,16,2,485,1,1,7
37.82,1,0.0,7.56,3.255,1,4,219,3,1,7
96.3,5,0.0,3.8,2.811,8,2,1052,2,2,7
156.88,4,0.0,32.88,24.62,14,4,711,1,4,7
33.96,3,0.0,5.76,2.682,13,4,3148,2,1,7
199.392,6,0.2,-37.488,8.65,4,4,1151,1,1,7
463.104,6,0.2,92.544,50.131,3,2,197,3,2,7
23.1,3,0.0,1.38,3.811,5,3,319,3,2,7
575.926,6,0.002,235.366,70.85,16,4,1421,1,2,7
92.4,3,0.0,-2.235,2.235,7,4,1012,3,1,7
13.296,4,0.4,0.416,4.296,8,3,490,2,3,7
35.44,4,0.0,0.0,2.154,11,4,1281,1,1,7
66.88,2,0.0,32.76,2.84,1,4,3586,3,1,7
29.88,2,0.0,13.44,1.746,12,4,313,3,1,7
485.0,2,0.0,242.48,54.727,3,4,339,3,1,7
51.66,3,0.0,22.68,7.224,10,4,711,1,4,7
32.5,5,0.0,13.6,11.704,11,2,2145,3,3,7
336.36,3,0.0,36.96,6.056,15,2,405,1,1,7
41.36,4,0.0,11.12,2.226,5,4,127,1,1,7
157.0,5,0.0,18.8,13.405,12,4,1168,2,1,7
20.8,4,0.0,7.84,3.533,8,4,282,2,4,7
19.88,2,0.0,-5.435,5.435,6,3,2165,2,2,7
8.208,3,0.4,-2.352,0.643,5,4,490,3,1,7
501.248,2,0.2,37.568,64.678,4,2,29,1,1,7
87.936,3,0.2,25.236,7.434,10,4,29,1,1,7
358.96,4,0.0,104.08,35.779,13,2,365,1,1,7
14.6,2,0.0,5.68,0.808,6,4,197,1,1,7
78.44,2,0.0,8.6,8.32,4,4,593,1,2,7
229.44,3,0.2,-13.042,13.042,4,4,1214,1,1,7
47.7,1,0.0,21.94,3.255,14,4,1603,1,1,7
64.8,6,0.4,-35.64,10.839,8,3,1357,1,1,7
183.42,3,0.0,20.16,23.55,4,4,797,3,2,7
1124.26,7,0.2,252.896,286.463,9,3,351,2,3,7
63.04,2,0.0,22.68,4.438,1,2,3396,3,1,7
826.56,5,0.4,-303.14,85.307,3,2,766,3,2,7
10.188,3,0.4,-2.772,0.424,5,4,490,1,1,7
198.24,7,0.2,-17.36,24.386,4,1,696,1,3,7
202.56,4,0.0,95.2,21.064,15,2,191,2,1,7
144.68,2,0.0,13.0,11.847,1,4,1205,1,1,7
758.859,3,0.002,21.2792,106.691,16,2,1213,3,1,7
78.72,4,0.4,-23.68,11.681,5,2,766,3,2,7
332.28,3,0.0,3.3,49.688,3,4,191,2,4,7
4.52,1,0.0,1.12,0.481,11,4,1122,1,2,7
308.34,9,0.0,89.28,29.623,1,4,1203,1,2,7
198.64,2,0.0,51.64,22.47,3,4,312,1,2,7
447.2,5,0.0,147.5,77.149,13,4,625,1,4,7
74.16,9,0.0,3.6,3.991,6,4,362,2,2,7
481.52,13,0.0,100.88,88.202,14,4,1017,3,2,7
100.54,1,0.0,-5.717,5.717,3,4,365,3,1,7
122.4,5,0.4,-24.5,19.086,13,2,1057,1,2,7
60.9,3,0.0,15.78,6.209,5,4,1001,1,1,7
40.8,4,0.0,0.0,1.565,12,4,883,1,1,7
17.484,1,0.4,-11.656,2.008,7,4,2185,2,4,7
24.528,4,0.4,-11.472,2.724,5,4,766,1,1,7
22.26,3,0.0,9.3,1.753,7,2,513,1,1,7
2276.04,9,0.002,542.639,146.557,16,4,197,3,1,7
81.96,6,0.0,31.92,4.055,8,4,435,3,1,7
15.144,2,0.4,-1.536,3.243,1,3,461,1,3,7
20.44,2,0.0,-2.143,2.143,5,2,191,3,1,7
170.112,12,0.6,-85.248,7.841,14,2,1095,3,2,7
84.06,1,0.0,18.48,3.806,15,4,342,1,1,7
412.896,2,0.2,20.616,14.953,3,4,719,2,1,7
83.016,2,0.4,-12.464,10.791,14,2,2185,1,1,7
34.3,5,0.0,4.8,5.834,11,1,1483,1,2,7
17.52,2,0.0,3.84,1.762,6,4,191,1,2,7
148.8,3,0.0,35.7,6.879,15,4,1576,1,1,7
343.8,2,0.0,106.56,21.42,14,2,219,1,1,7
378.322,3,0.002,165.982,26.134,16,4,405,2,1,7
102.9,7,0.0,27.72,6.867,10,4,24,3,1,7
1015.68,4,0.2,101.52,48.081,4,4,461,1,1,7
36.84,2,0.0,12.88,5.482,10,2,241,1,2,7
80.0,5,0.0,34.4,2.968,13,4,191,1,1,7
332.496,4,0.4,-210.624,61.009,13,2,1318,1,2,7
8.784,3,0.4,-0.315,0.315,8,2,1267,3,1,7
40.26,3,0.0,8.04,6.335,10,4,191,3,2,7
17.632,2,0.2,5.912,0.963,13,4,29,1,1,7
9.456,2,0.4,-4.264,0.991,6,4,2185,1,4,7
183.72,2,0.0,75.32,37.032,13,3,2334,1,1,7
5.76,1,0.0,0.0,0.572,11,4,435,1,4,7
130.44,6,0.0,28.68,6.918,12,3,962,1,3,7
36.3,5,0.0,11.9,5.562,11,1,1719,3,1,7
129.22,7,0.0,10.22,21.689,10,2,125,2,2,7
92.82,3,0.0,0.0,3.264,7,4,1115,3,1,7
292.34,1,0.0,46.76,13.062,3,2,3081,1,1,7
704.92,2,0.0,-60.831,60.831,9,4,209,3,1,7
105.52,5,0.2,-2.68,7.138,8,4,29,1,1,7
752.512,3,0.002,134.212,139.487,16,2,435,3,2,7
129.68,4,0.0,18.08,15.368,7,4,1576,3,4,7
56.736,3,0.4,-3.804,9.952,1,2,1604,1,1,7
24.984,2,0.4,-1.696,0.424,12,4,956,3,1,7
9.52,1,0.0,2.94,0.334,7,2,1029,2,1,7
369.84,3,0.0,25.86,16.372,15,4,211,3,1,7
68.076,3,0.4,-22.704,5.566,1,4,319,3,1,7
221.2,2,0.0,59.72,6.594,4,4,2105,3,1,7
205.524,3,0.4,6.804,18.981,3,4,766,2,2,7
795.6,6,0.0,190.92,177.153,13,3,718,1,2,7
42.408,2,0.4,-24.032,3.379,4,4,2000,3,2,7
204.831,2,0.202,40.5506,40.046,16,3,29,2,2,7
461.104,7,0.2,132.524,142.408,3,2,89,3,3,7
3044.8,8,0.0,91.2,235.076,9,2,480,1,1,7
221.62,7,0.0,97.44,34.459,13,2,296,2,2,7
26.0,2,0.0,6.24,4.55,8,4,191,1,4,7
840.56,7,0.0,243.74,149.939,4,3,313,1,1,7
20.064,1,0.4,-3.016,0.953,1,4,490,3,1,7
65.1,7,0.4,-38.08,1.905,13,4,1267,3,1,7
381.915,3,0.002,79.5746,21.442,16,4,2760,3,1,7
107.4,10,0.0,28.8,4.892,6,2,1539,1,1,7
400.032,9,0.6,-280.188,13.768,3,2,1876,1,1,7
64.824,2,0.4,-16.216,4.666,15,4,1256,3,1,7
484.03,5,0.002,47.53,47.272,16,4,962,3,1,7
105.4,5,0.0,15.8,12.566,5,4,358,1,1,7
23.2,4,0.0,7.6,1.398,11,4,362,1,1,7
170.96,4,0.0,-15.077,15.077,4,4,497,1,2,7
235.116,3,0.4,-27.444,27.784,3,3,490,3,1,7
359.648,2,0.2,125.848,32.739,2,4,340,3,1,7
25.704,2,0.4,-17.136,0.373,10,3,1057,2,1,7
34.98,3,0.0,-5.519,5.519,8,2,434,1,1,7
201.648,3,0.2,55.428,13.839,3,4,924,1,1,7
57.6,3,0.0,17.28,13.753,5,2,339,1,3,7
963.2,7,0.0,423.78,70.143,13,4,24,2,1,7
167.28,3,0.0,10.02,30.058,9,3,1122,1,2,7
239.96,7,0.0,91.14,18.012,5,4,1349,3,1,7
4.32,1,0.0,-0.123,0.123,11,4,2916,1,1,7
127.7,5,0.0,35.7,9.362,14,4,362,1,2,7
6.984,1,0.4,-0.936,0.33,1,4,494,1,1,7
10.76,2,0.0,4.16,1.532,11,4,3676,3,4,7
151.76,4,0.0,75.84,57.0,13,2,333,3,3,7
9.06,5,0.4,0.06,2.219,5,2,2748,1,3,7
155.7,5,0.0,62.2,5.799,14,4,962,3,1,7
169.28,2,0.0,-14.342,14.342,13,4,591,3,1,7
18.64,2,0.0,2.76,3.937,6,3,333,1,2,7
113.2,5,0.0,12.4,5.695,12,4,89,3,1,7
44.64,6,0.5,-23.28,8.844,1,2,2469,3,2,7
69.648,3,0.2,20.868,12.902,4,4,434,3,2,7
105.4,5,0.0,15.8,5.898,5,4,191,3,1,7
22.24,2,0.0,9.32,2.677,12,4,191,2,1,7
293.44,4,0.0,67.44,25.671,1,4,365,2,1,7
43.5,5,0.0,-2.384,2.384,8,4,703,3,1,7
1420.83,6,0.002,566.553,95.603,16,4,23,1,1,7
330.22,11,0.0,108.9,34.596,1,4,1113,1,1,7
96.806,1,0.002,9.506,13.039,16,4,1151,3,1,7
252.0,3,0.0,73.08,5.52,15,2,696,1,1,7
31.14,3,0.0,13.98,3.73,6,4,61,3,4,7
24.44,2,0.0,6.84,1.04,7,4,1553,1,1,7
19.02,3,0.0,9.12,7.399,8,3,1001,1,3,7
30.88,2,0.0,4.0,2.082,7,4,209,2,1,7
37.32,3,0.0,4.8,2.476,6,4,1738,3,1,7
21.504,3,0.2,1.584,3.684,8,3,3534,1,2,7
49.44,3,0.0,19.74,3.869,12,4,3518,3,1,7
89.64,6,0.0,40.32,4.576,12,4,362,2,1,7
21.36,2,0.4,-14.24,0.752,7,3,825,3,1,7
61.668,3,0.4,-11.352,5.437,1,2,1151,3,2,7
224.82,3,0.0,92.16,10.869,14,4,197,3,1,7
150.24,4,0.0,20.96,49.334,4,3,362,3,3,7
48.16,7,0.0,11.06,3.52,11,4,197,1,1,7
40.64,2,0.0,4.44,4.215,5,4,3034,1,1,7
65.16,2,0.0,7.16,4.14,10,4,197,2,1,7
88.224,4,0.4,11.744,6.524,1,4,182,3,1,7
78.08,2,0.2,2.92,11.433,15,3,29,1,2,7
230.22,9,0.0,62.1,46.06,17,3,211,1,3,7
86.94,3,0.0,33.9,24.218,7,3,313,2,3,7
40.64,2,0.0,4.44,5.075,5,2,219,1,1,7
133.76,4,0.0,65.52,20.734,1,4,191,2,2,7
876.3,3,0.0,359.28,58.337,3,4,1168,2,1,7
82.6943,1,0.002,36.2743,7.255,16,4,92,3,1,7
1057.98,5,0.002,103.88,116.885,16,4,1124,1,2,7
381.196,3,0.002,144.376,32.743,16,4,197,3,1,7
806.68,7,0.0,338.8,84.27,3,4,362,1,1,7
234.9,5,0.0,49.3,60.34,9,3,1020,2,3,7
773.12,8,0.0,216.32,96.177,3,4,1349,1,2,7
79.44,5,0.2,12.84,9.798,8,2,29,1,1,7
198.2,2,0.0,43.6,13.624,3,4,2073,1,1,7
15.2,2,0.0,1.96,2.335,8,4,1001,3,2,7
341.94,3,0.0,54.66,10.075,17,3,197,3,1,7
44.08,4,0.0,15.84,4.007,6,4,3281,3,1,7
509.363,5,0.202,-36.203,36.203,16,4,1640,1,1,7
11.04,1,0.0,1.86,0.878,13,2,125,3,1,7
11.32,2,0.0,2.68,1.694,5,3,1311,1,1,7
75.28,4,0.0,6.0,8.543,5,2,1115,2,3,7
101.376,3,0.4,-2.263,2.263,4,4,2970,1,1,7
24.156,3,0.4,-3.662,3.662,1,3,1250,1,2,7
117.6,2,0.0,47.04,8.363,4,4,1576,1,1,7
9.84,1,0.0,3.92,2.138,8,2,1553,1,2,7
112.92,3,0.0,12.42,8.078,13,4,340,2,1,7
61.6,2,0.0,22.76,3.096,7,4,703,1,1,7
310.16,4,0.0,18.56,23.071,1,2,2703,1,1,7
54.0,3,0.0,3.78,5.112,8,4,1298,1,1,7
152.32,7,0.0,36.54,13.279,12,4,24,1,1,7
61.28,2,0.0,6.12,11.397,4,4,883,2,2,7
138.48,4,0.0,55.36,10.479,4,4,798,3,1,7
94.704,4,0.4,-31.616,7.564,4,4,1377,3,1,7
130.56,4,0.0,62.64,4.373,13,4,700,3,1,7
322.0,5,0.0,83.7,78.826,9,3,89,1,2,7
32.676,1,0.4,-8.184,3.498,14,4,490,1,2,7
40.38,3,0.0,3.18,6.337,10,4,1254,1,2,7
12.12,2,0.4,-6.08,0.667,12,4,1158,3,1,7
48.4,10,0.0,22.2,5.147,5,4,1113,1,1,7
630.336,8,0.4,-63.104,109.108,13,2,825,3,2,7
82.16,4,0.0,27.92,5.026,5,4,973,3,1,7
32.12,2,0.0,15.72,1.296,10,4,191,3,1,7
727.5,5,0.4,121.2,118.596,3,3,490,2,2,7
26.64,3,0.4,-8.88,4.974,10,4,1279,2,4,7
140.2,5,0.0,7.0,13.242,1,4,2028,2,1,7
22.64,2,0.0,5.4,2.013,12,4,23,3,1,7
222.64,2,0.0,8.88,33.86,15,3,340,1,1,7
59.88,6,0.0,4.08,4.595,10,4,197,1,1,7
46.224,3,0.4,-12.336,3.107,14,2,2507,1,1,7
25.668,3,0.4,3.828,1.409,8,4,490,2,1,7
203.14,7,0.0,89.32,32.427,4,4,342,3,4,7
345.9,5,0.0,107.2,40.328,14,2,1510,1,1,7
64.88,2,0.0,21.4,5.946,8,4,312,1,1,7
173.213,1,0.002,46.5129,11.678,16,4,1243,1,1,7
32.0,4,0.0,9.92,4.46,11,4,580,3,2,7
140.52,3,0.0,2.76,7.057,14,2,333,2,2,7
43.0,5,0.0,16.3,4.343,11,4,58,1,2,7
40.656,7,0.2,6.496,6.989,11,1,1640,1,1,7
33.72,2,0.0,0.32,1.375,1,4,2761,1,1,7
98.64,3,0.0,6.9,8.525,5,1,61,1,1,7
29.6,2,0.0,5.92,0.972,10,4,2650,3,1,7
93.42,3,0.0,37.32,6.25,14,4,1235,1,1,7
201.08,2,0.0,36.16,22.996,3,2,673,1,3,7
344.0,10,0.0,168.4,30.781,9,4,125,2,1,7
